0.0010,5.955830768718082E-18
0.001584893192461114,4.1538057771480226E-18
0.0025118864315095794,3.1315905261051295E-18
0.003981071705534973,2.6466885758901795E-18
0.00630957344480193,2.3689070724974294E-18
0.01,2.1188653157279603E-18
0.01584893192461114,1.9042215397669756E-18
0.025118864315095808,1.740734030018162E-18
0.039810717055349734,1.6250582871431686E-18
0.06309573444801933,1.5626443974695552E-18
0.1,1.5240044683867962E-18
0.15848931924611143,1.4944610834302024E-18
0.25118864315095824,1.4859719563144279E-18
0.3981071705534973,1.4789203655238116E-18
0.6309573444801937,1.473292880417484E-18
1,1.487876732070667E-18
1.5848931924611143,1.5074735995114641E-18
2.5118864315095824,1.5378475008676524E-18
3.981071705534973,1.5916902211552453E-18
6.309573444801936,1.6463822383793728E-18
10,1.7047526430942609E-18
15.848931924611142,1.7647335209258018E-18
25.11886431509582,1.7977856184474244E-18
39.81071705534969,1.835649022058281E-18
63.0957344480193,1.9179445331856756E-18
100,2.0475510202605976E-18
158.48931924611125,2.257181002939209E-18
251.18864315095797,2.563963681555965E-18
398.1071705534969,2.9557452404265214E-18
630.957344480193,3.4308591853426913E-18
1000,3.90925839851462E-18
1584.8931924611124,4.318181936339104E-18
2511.88643150958,4.701988687738717E-18
3981.071705534969,5.018140187983994E-18
6309.57344480193,5.2202401046746074E-18
10000,5.399472814684308E-18
15848.93192461114,5.537154114929741E-18
25118.864315095823,5.6011052760578186E-18
39810.71705534969,5.653983493448689E-18
63095.7344480193,5.6073926913901485E-18
100000,5.428238266976908E-18
158489.3192461114,5.286721464770242E-18
251188.6431509582,5.237201678380028E-18
398107.1705534969,5.226190282838522E-18
630957.344480193,5.0952685304545955E-18
1000000,4.529712742985606E-18
